,Votes,UnemploymentRate2015,MedHHInc,PerCapitaInc,PovertyAllAgesPct,DeepPovAll,TotalAreaSqM,PopulationDensitySqM,TotalMaleRate,TotalFemaleRate,VoterTurnoutRate,Democrat,Population,County,State,DominantEducation,DominantReligion,Young,Adult,Old,DominantEthnicMale,DominantEthnicFemale,EstimatePopulation2015Normal,PopulationNormal,MedHHIncNormal,PerCapitaIncNormal,TotalAreaSqMNormal,PopulationDensitySqMNormal,Age
10,7471,0.046,80835.0,38057.0,0.079,0.02924883669,3253.89,11.6,0.483099789,0.49832627,0.0022808035199999997,0,31275,110,02,bachelor and higher,Christian Generic,0.25037031899999995,0.5845953960000001,0.16503428500000006,White,White,-0.21412965576175563,-0.21383025142950168,2.785018562280982,2.4542782208559877,0.5345767896596315,-0.14524900993916534,Adult
11,7471,0.078,62532.0,31611.0,0.115,0.03984740829,24752.32,3.4,0.483099789,0.49832627,0.00128679447,0,55400,122,02,college,Christian Generic,0.25037031899999995,0.5845953960000001,0.16503428500000006,White,White,-0.13773313472539941,-0.13670758179981166,1.2720014345856017,1.3238073062775266,6.153248712063571,-0.15000237497202823,Adult
12,7471,0.068,57776.0,31494.0,0.124,0.043756511389999996,6653.56,2.8,0.483099789,0.49832627,0.00544970457,0,13477,130,02,college,Christian Generic,0.25037031899999995,0.5845953960000001,0.16503428500000006,White,White,-0.2716376404346987,-0.27072680164998764,0.8788467900290138,1.3032883647625282,1.4230895961501056,-0.15035018216955476,Adult
13,7471,0.049,67972.0,29993.0,0.083,0.030708198649999997,12021.83,2.1,0.483099789,0.49832627,0.0053790769700000005,0,13592,150,02,college,Catholic,0.25037031899999995,0.5845953960000001,0.16503428500000006,White,White,-0.27109417231682553,-0.27035917027144196,1.7216989254156772,1.0400496364376337,2.826101254251809,-0.1507559572333357,Adult
14,7471,0.23199999999999998,55565.92895,28232.71779,0.1542848529,0.06846858026000001,1208.466838,2076.96621,0.483099789,0.49832627,0.00920187215,0,0,158,02,only high school,Catholic,0.25037031899999995,0.5845953960000001,0.16503428500000006,White,White,-0.28851534476198126,-0.3138100024209444,0.6961513110324715,0.7313391431309479,1.096930925324209e-10,1.0519997123377252,Adult
15,7471,0.127,45570.0,21581.0,0.177,0.06549628629,32922.5,0.1,0.483099789,0.49832627,0.04779910429,0,1631,164,02,only high school,Other Misc,0.25037031899999995,0.5845953960000001,0.16503428500000006,White,White,-0.3083096613218497,-0.30859603043478795,-0.130161955020968,-0.43520964582020294,8.28854700905485,-0.15191531455842422,Adult
16,7471,0.078,73981.0,30013.0,0.107,0.050297205830000004,25257.61,3.6,0.483099789,0.49832627,0.00073900786,0,88995,170,02,college,Christian Generic,0.25037031899999995,0.5845953960000001,0.16503428500000006,White,White,-0.007795946276574102,-0.029311267345534502,2.21843278982706,1.043557147807719,6.285307598953056,-0.14988643923951933,Adult
17,7471,0.11699999999999999,47160.0,19651.0,0.261,0.12070050339999999,28277.62,0.4,0.483099789,0.49832627,0.0075878529400000005,0,9492,180,02,only high school,Christian Generic,0.25037031899999995,0.5845953960000001,0.16503428500000006,White,White,-0.2833010700977206,-0.2834660281152442,0.0012753630709106511,-0.7736844930334251,7.074595253557559,-0.15174141095966098,Adult
18,7471,0.055999999999999994,75682.0,50267.0,0.115,0.04540643522,94796.28,0.1,0.483099789,0.49832627,0.007712398059999999,0,9430,185,02,college,Christian Generic,0.25037031899999995,0.5845953960000001,0.16503428500000006,White,White,-0.2837811336018419,-0.28366422938019925,2.3590459206913907,4.595613912293005,24.45942415771168,-0.15191531455842422,Adult
19,7471,0.155,65192.0,21543.0,0.23199999999999998,0.08788317327,40748.94,0.2,0.483099789,0.49832627,0.0096375129,0,7523,188,02,only high school,Christian Generic,0.25037031899999995,0.5845953960000001,0.16503428500000006,White,White,-0.28962341586897816,-0.28976051667486535,1.4918902812047194,-0.44187391742336485,10.33400794180106,-0.15185734669216983,Adult
20,7471,0.08900000000000001,56655.0,36307.0,0.08800000000000001,0.04921630094,5684.07,1.2,0.483099789,0.49832627,0.023515895499999998,0,3815,195,02,college,Christian Generic,0.25037031899999995,0.5845953960000001,0.16503428500000006,White,White,-0.3034365638649205,-0.30161423103701623,0.7861793475252427,2.1473709759735327,1.1697108032777241,-0.15127766802962556,Adult
21,7471,0.125,43245.0,24737.0,0.174,0.06386687797,7683.28,1.4,0.483099789,0.49832627,0.0117820533,0,5559,198,02,only high school,Christian Generic,0.25037031899999995,0.5845953960000001,0.16503428500000006,White,White,-0.2938836020596393,-0.2960390212615062,-0.32235803336286606,0.11827564837924218,1.6922096598914012,-0.1511617322971167,Adult
22,7471,0.05366709118,55565.92895,28232.71779,0.1542848529,0.06846858026000001,1208.466838,2076.96621,0.483099789,0.49832627,6.432698000000001e-05,0,0,201,02,bachelor and higher,,0.25037031899999995,0.5845953960000001,0.16503428500000006,White,White,3.193578710183258,-0.3138100024209444,0.6961513110324715,0.7313391431309479,1.096930925324209e-10,1.0519997123377252,Adult
23,7471,0.045,65765.0,33920.0,0.086,0.03597367227,4811.43,3.1,0.483099789,0.49832627,0.0084294257,0,8881,220,02,college,Christian Generic,0.25037031899999995,0.5845953960000001,0.16503428500000006,White,White,-0.2862690098747723,-0.28541926961343034,1.539257314705755,1.7287494939538635,0.9416440157789824,-0.15017627857079147,Adult
24,7471,0.115,69170.0,40986.0,0.036000000000000004,0.023138833,464.04,2.1,0.483099789,0.49832627,0.07068117313,0,968,230,02,bachelor and higher,Catholic,0.25037031899999995,0.5845953960000001,0.16503428500000006,White,White,-0.3098374105865375,-0.31071550525196867,1.8207315713742123,2.967953261004966,-0.19455793611888483,-0.1507559572333357,Adult
25,7471,0.05366709118,55565.92895,28232.71779,0.1542848529,0.06846858026000001,1208.466838,2076.96621,0.483099789,0.49832627,6.432698000000001e-05,0,0,232,02,bachelor and higher,,0.25037031899999995,0.5845953960000001,0.16503428500000006,White,White,3.193578710183258,-0.3138100024209444,0.6961513110324715,0.7313391431309479,1.096930925324209e-10,1.0519997123377252,Adult
26,7471,0.10800000000000001,59641.0,30402.0,0.138,0.09225251076000002,25059.46,0.3,0.483099789,0.49832627,0.01092411171,0,7029,240,02,college,Christian Generic,0.25037031899999995,0.5845953960000001,0.16503428500000006,White,White,-0.2923800069335236,-0.2913397332053137,1.0330169776021922,1.111778243955876,6.233520568857167,-0.15179937882591538,Adult
